demand_node_index,truck_node_index,distance,scaled_demand
demand16,truck19,362.89398279145325,0
demand16,truck22,345.2682089239827,0
demand16,truck23,142.81659893251864,35
demand16,truck26,215.26845241239442,19
demand16,truck27,251.53376530912502,11
demand16,truck33,501.92495758448473,0
demand16,truck37,375.8783968441023,0
demand16,truck38,280.07290751149134,4
demand16,truck40,360.16591005010315,0
demand16,truck42,536.8408646626963,0
demand16,truck43,562.4288195432136,0
demand16,truck45,551.4322111074474,0
demand16,truck54,314.3665219643881,0
demand16,truck44,347.52153204349236,0
demand16,truck56,452.8592548833347,0
demand17,truck3,455.61436022151423,0
demand17,truck6,288.1827051596494,1
demand17,truck8,220.48909646459612,8
demand17,truck9,292.2640076776989,1
demand17,truck11,417.9055308185978,0
demand17,truck12,316.15879922944094,0
demand17,truck14,139.45937115399866,16
demand17,truck15,216.49762752551683,8
demand17,truck16,296.5775423860431,0
demand17,truck18,353.3252563136886,0
demand17,truck19,419.9691162962771,0
demand17,truck22,402.3433424288065,0
demand17,truck23,112.76461203015802,19
demand17,truck26,185.21646551003386,11
demand17,truck27,221.48177840676445,8
demand17,truck33,472.1361929126747,0
demand17,truck37,345.82640994174176,0
demand17,truck38,250.02092060913074,5
demand17,truck40,330.1139231477426,0
demand17,truck42,506.7888777603358,0
demand17,truck43,532.3768326408532,0
demand17,truck45,521.6434464356373,0
demand17,truck54,284.57775729257804,2
demand17,truck44,317.7327673716823,0
demand17,truck56,423.20537499033105,0
demand18,truck3,344.14285326972936,0
demand18,truck6,312.2270495354268,0
demand18,truck8,244.5334408403735,12
demand18,truck9,168.0448948286604,30
demand18,truck11,306.43402386681294,0
demand18,truck12,204.68729227765607,21
demand18,truck14,163.50371552977603,31
demand18,truck15,90.81797395468759,45
demand18,truck16,170.8978888152139,29
demand18,truck18,227.6456027428594,16
demand18,truck19,294.2894627254479,1
demand18,truck22,276.6636888579773,5
demand18,truck23,155.24739378315743,33
demand18,truck26,227.69924726303321,16
demand18,truck27,221.41502848487693,18
demand18,truck33,365.51612389523234,0
demand18,truck37,345.75966001985427,0
demand18,truck38,292.5037023621301,2
demand18,truck40,372.59670490074194,0
demand18,truck42,400.5027397832191,0
demand18,truck43,426.09069466373643,0
demand18,truck45,415.02337741819497,0
demand18,truck54,177.95768827513578,27
demand18,truck44,211.11269835424002,20
demand18,truck56,316.58530597288876,0
demand19,truck3,402.14514942583384,0
demand19,truck6,287.24408813350277,1
demand19,truck8,219.55047943844954,8
demand19,truck9,226.04719098476488,7
demand19,truck11,364.4363200229174,0
demand19,truck12,262.68958843376055,4
demand19,truck14,138.52075412785206,16
demand19,truck15,148.82027011079208,15
demand19,truck16,202.38620781929112,10
demand19,truck18,259.13392174693666,4
demand19,truck19,325.7777817295251,0
demand19,truck22,308.1520078620546,0
demand19,truck23,82.4725346209999,20
demand19,truck26,154.92438810087572,15
demand19,truck27,191.1897009976063,11
demand19,truck33,375.98974452165373,0
demand19,truck37,315.5343325325836,0
demand19,truck38,219.7288431999726,8
demand19,truck40,299.8218457385844,0
demand19,truck42,410.9763604096405,0
demand19,truck43,436.5643152901578,0
demand19,truck45,425.49699804461636,0
demand19,truck54,188.4313089015572,11
demand19,truck44,221.58631898066142,8
demand19,truck56,327.05892659931015,0
demand20,truck3,375.40877516138687,0
demand20,truck6,343.4929714270843,0
demand20,truck8,275.799362732031,2
demand20,truck9,199.31081672031792,8
demand20,truck11,329.7874068441704,0
demand20,truck12,235.95321416931358,5
demand20,truck14,194.76963742143354,8
demand20,truck15,122.08389584634513,13
demand20,truck16,148.93651249898173,11
demand20,truck18,205.68422642662725,7
demand20,truck19,272.3280864092157,2
demand20,truck22,254.70231254174521,3
demand20,truck23,138.98464014513195,12
demand20,truck26,203.70461640684675,7
demand20,truck27,178.43895379098896,9
demand20,truck33,322.54004920134435,0
demand20,truck37,302.78358532596627,0
demand20,truck38,268.50907150594367,2
demand20,truck40,348.6020740445554,0
demand20,truck42,357.5266650893311,0
demand20,truck43,383.11461996984843,0
demand20,truck45,372.047302724307,0
demand20,truck54,134.98161358124779,12
demand20,truck44,168.13662366035203,10
demand20,truck56,273.60923127900077,2
demand21,truck3,314.2106664181395,0
demand21,truck6,392.8822574226973,0
demand21,truck8,325.188648727644,0
demand21,truck9,248.70010271593094,6
demand21,truck11,267.135100074871,4
demand21,truck12,285.3425001649266,2
demand21,truck14,244.15892341704657,7
demand21,truck15,171.47318184195817,16
demand21,truck16,86.28420572968233,25
demand21,truck18,143.03191965732785,20
demand21,truck19,209.67577963991633,11
demand21,truck22,192.05000577244581,13
demand21,truck23,195.0020235736848,13
demand21,truck26,231.1179788262146,9
demand21,truck27,205.8523162103568,12
demand21,truck33,349.57915119584084,0
demand21,truck37,330.1969477453341,0
demand21,truck38,295.92243392531145,1
demand21,truck40,376.0154364639232,0
demand21,truck42,384.5657670838276,0
demand21,truck43,410.1537219643449,0
demand21,truck45,399.08640471880346,0
demand21,truck54,162.02071557574428,17
demand21,truck44,195.17572565484852,13
demand21,truck56,299.64105173179775,0
demand22,truck3,318.07072254400026,0
demand22,truck6,478.68345949889374,0
demand22,truck8,410.3337235288263,0
demand22,truck9,333.5976767276189,0
demand22,truck11,270.9951562007317,8
demand22,truck12,370.24007417661454,0
demand22,truck14,329.960125493243,0
demand22,truck15,257.27438391815457,12
demand22,truck16,172.0854078058788,35
demand22,truck18,118.24685467784947,50
demand22,truck19,184.89071466043794,32
demand22,truck22,195.91006189830654,29
demand22,truck23,345.9521838714854,0
demand22,truck26,355.8592810465886,0
demand22,truck27,330.59361843073077,0
demand22,truck33,253.34248225981491,13
demand22,truck37,324.46454198397646,0
demand22,truck38,420.66373614568545,0
demand22,truck40,500.7567386842972,0
demand22,truck42,328.5859137670298,0
demand22,truck43,354.1738686475471,0
demand22,truck45,343.1065514020056,0
demand22,truck54,167.97364399844164,36
demand22,truck44,139.19587233805066,44
demand22,truck56,168.8670201006391,36
demand23,truck3,344.10481273281954,0
demand23,truck6,504.7175496877131,0
demand23,truck8,436.36781371764556,0
demand23,truck9,359.63176691643815,0
demand23,truck11,297.02924638955096,1
demand23,truck12,396.2741643654338,0
demand23,truck14,355.99421568206236,0
demand23,truck15,283.3084741069739,4
demand23,truck16,198.11949799469812,25
demand23,truck18,144.2809448666688,39
demand23,truck19,79.83727515418263,50
demand23,truck22,221.94415208712581,20
demand23,truck23,389.0282304066635,0
demand23,truck26,425.1441856591933,0
demand23,truck27,399.87852304333546,0
demand23,truck33,194.19436773906827,26
demand23,truck37,397.64201003320045,0
demand23,truck38,489.94864075829014,0
demand23,truck40,570.0416432969018,0
demand23,truck42,400.9207481863648,0
demand23,truck43,426.5087030668821,0
demand23,truck45,291.8455748818713,2
demand23,truck54,239.06102378078808,15
demand23,truck44,212.37334038727465,22
demand23,truck56,109.71890557989244,48
demand25,truck3,487.816416650877,0
demand25,truck6,633.5210644122426,0
demand25,truck8,565.8274557171892,0
demand25,truck9,489.33890970547617,0
demand25,truck11,440.74085030760847,0
demand25,truck12,525.9813071544719,0
demand25,truck14,484.7977304065918,0
demand25,truck15,412.11198883150337,0
demand25,truck16,327.7954094821207,0
demand25,truck18,287.9925487847263,2
demand25,truck19,223.54887907224014,10
demand25,truck22,365.65575600518326,0
demand25,truck23,429.0127331302902,0
demand25,truck26,412.03527710678134,0
demand25,truck27,386.7696144909235,0
demand25,truck33,134.6935241398977,21
demand25,truck37,339.05678596774857,0
demand25,truck38,436.1054975721155,0
demand25,truck40,514.129400353053,0
demand25,truck42,341.4199045871942,0
demand25,truck43,367.0078594677115,0
demand25,truck45,232.34473128270074,8
demand25,truck54,251.03419325724653,6
demand25,truck44,222.25642159685557,10
demand25,truck56,134.64496076180777,21
demand26,truck3,479.96266000271584,0
demand26,truck6,576.5854166767137,0
demand26,truck8,508.8918079816604,0
demand26,truck9,432.4032619699473,0
demand26,truck11,432.8870936594473,0
demand26,truck12,469.045659418943,0
demand26,truck14,427.862082671063,0
demand26,truck15,355.1763410959745,0
demand26,truck16,270.85976174659186,9
demand26,truck18,280.13879213656514,6
demand26,truck19,215.695122424079,27
demand26,truck22,357.8019993570221,0
demand26,truck23,372.07708539476135,0
demand26,truck26,355.0996293712525,0
demand26,truck27,329.83396675539467,0
demand26,truck33,126.83976749173655,56
demand26,truck37,313.17984954016856,0
demand26,truck38,410.22856114453555,0
demand26,truck40,489.67685997993516,0
demand26,truck42,316.96736421407627,0
demand26,truck43,342.5553190945936,0
demand26,truck45,224.49097463453958,25
demand26,truck54,194.09854552171768,34
demand26,truck44,165.32077386132673,44
demand26,truck56,126.79120411364661,56
demand27,truck3,491.91142654531774,0
demand27,truck6,474.8637300563129,0
demand27,truck8,407.1701213612596,0
demand27,truck9,431.67832903484896,0
demand27,truck11,444.8358602020492,0
demand27,truck12,468.3207264838446,0
demand27,truck14,326.14039605066216,0
demand27,truck15,354.45140816087616,0
demand27,truck16,270.1348288114935,10
demand27,truck18,292.08755867916705,3
demand27,truck19,358.7314186617555,0
demand27,truck22,369.750765899624,0
demand27,truck23,270.09217654380996,10
demand27,truck26,195.56548286300733,34
demand27,truck27,170.29982024714954,42
demand27,truck33,271.3912017650737,9
demand27,truck37,164.1707438003952,44
demand27,truck38,260.36993796210425,13
demand27,truck40,340.462940500716,0
demand27,truck42,270.1754796104589,10
demand27,truck43,295.76343449097624,1
demand27,truck45,320.8984552880363,0
demand27,truck54,193.37361258661932,35
demand27,truck44,164.59584092622836,44
demand27,truck56,270.0684485448771,10
demand28,truck3,492.39759498840544,0
demand28,truck6,324.9659399265406,0
demand28,truck8,257.2723312314874,4
demand28,truck9,329.04724244459015,0
demand28,truck11,454.688765585489,0
demand28,truck12,352.94203399633216,0
demand28,truck14,176.2426059208899,12
demand28,truck15,252.39649288569262,5
demand28,truck16,303.4432020573736,0
demand28,truck18,360.1909159850191,0
demand28,truck19,426.8347759676076,0
demand28,truck22,409.209002100137,0
demand28,truck23,120.19438641403774,18
demand28,truck26,79.48436242376299,20
demand28,truck27,115.74967532049355,18
demand28,truck33,403.22981598016264,0
demand28,truck37,240.0943068554709,6
demand28,truck38,144.28881752285986,16
demand28,truck40,224.3818200614716,8
demand28,truck42,401.05677467406497,0
demand28,truck43,426.6447295545823,0
demand28,truck45,452.73706950312527,0
demand28,truck54,289.48830313963964,1
demand28,truck44,296.43445514131736,0
demand28,truck56,401.9070627599661,0
demand29,truck3,536.3148635376392,0
demand29,truck6,368.8832084757744,0
demand29,truck8,301.18959978072115,0
demand29,truck9,372.9645109938239,0
demand29,truck11,494.39469526126805,0
demand29,truck12,396.8593025455659,0
demand29,truck14,220.15987447012367,30
demand29,truck15,296.31376143492633,1
demand29,truck16,313.5438009160794,0
demand29,truck18,370.29151484372494,0
demand29,truck19,436.9353748263134,0
demand29,truck22,419.30960095884285,0
demand29,truck23,164.11165496327152,51
demand29,truck26,89.58496128246885,75
demand29,truck27,125.85027417919942,65
demand29,truck33,413.3304148388685,0
demand29,truck37,250.19490571417677,19
demand29,truck38,154.38941638156572,55
demand29,truck40,234.48241892017745,25
demand29,truck42,411.1573735327708,0
demand29,truck43,436.7453284132881,0
demand29,truck45,462.8376683618311,0
demand29,truck54,299.5889019983455,0
demand29,truck44,306.53505400002325,0
demand29,truck56,412.007661618672,0
demand30,truck3,589.8113262540653,0
demand30,truck6,422.3796711922006,0
demand30,truck8,354.6860624971473,0
demand30,truck9,426.4609737102501,0
demand30,truck11,547.8911579776942,0
demand30,truck12,450.35576526199213,0
demand30,truck14,273.6563371865499,3
demand30,truck15,349.81022415135254,0
demand30,truck16,367.0402636325056,0
demand30,truck18,423.78797756015115,0
demand30,truck19,490.43183754273963,0
demand30,truck22,472.80606367526906,0
demand30,truck23,217.6081176796977,10
demand30,truck26,143.08142399889505,20
demand30,truck27,179.34673689562564,15
demand30,truck33,466.8268775552947,0
demand30,truck37,303.69136843060295,0
demand30,truck38,207.88587909799193,12
demand30,truck40,287.9788816366037,2
demand30,truck42,464.653836249197,0
demand30,truck43,490.24179112971433,0
demand30,truck45,516.3341310782573,0
demand30,truck54,353.0853647147717,0
demand30,truck44,360.03151671644946,0
demand30,truck56,465.5041243350982,0
demand31,truck3,554.5615393558023,0
demand31,truck6,387.1298842939376,0
demand31,truck8,319.4362755988843,0
demand31,truck9,391.2111868119871,0
demand31,truck11,512.6413710794312,0
demand31,truck12,415.10597836372915,0
demand31,truck14,238.40655028828687,12
demand31,truck15,314.56043725308956,0
demand31,truck16,331.79047673424265,0
demand31,truck18,388.53819066188817,0
demand31,truck19,455.18205064447665,0
demand31,truck22,437.5562767770061,0
demand31,truck23,182.35833078143472,24
demand31,truck26,107.83163710063205,38
demand31,truck27,144.0969499973626,31
demand31,truck33,397.2576714425763,0
demand31,truck37,190.6329196460627,22
demand31,truck38,94.44940976787078,40
demand31,truck40,174.54241230648253,25
demand31,truck42,351.5953874646567,0
demand31,truck43,377.183342345174,0
demand31,truck45,446.7649249655389,0
demand31,truck54,317.8355778165087,0
demand31,truck44,324.7817298181864,0
demand31,truck56,430.25433743683516,0
demand32,truck3,614.6159818336943,0
demand32,truck6,450.68996809293134,0
demand32,truck8,382.99635939787805,0
demand32,truck9,454.7712706109808,0
demand32,truck11,567.5404154904259,0
demand32,truck12,478.6660621627228,0
demand32,truck14,301.9666340872806,0
demand32,truck15,378.1205210520833,0
demand32,truck16,392.83938409987024,0
demand32,truck18,414.7921139675438,0
demand32,truck19,481.4359739501323,0
demand32,truck22,492.45532118800077,0
demand32,truck23,245.91841458042845,4
demand32,truck26,171.3917208996258,10
demand32,truck27,207.6570337963564,7
demand32,truck33,311.23601872211196,0
demand32,truck37,104.61126692559839,15
demand32,truck38,110.31869189263952,14
demand32,truck40,190.41169443125125,8
demand32,truck42,265.5737347441924,3
demand32,truck43,291.16168962470977,1
demand32,truck45,360.7432722450746,0
demand32,truck54,316.07816787499604,0
demand32,truck44,287.3003962146051,1
demand32,truck56,392.7730038332538,0
demand33,truck3,552.6839719777375,0
demand33,truck6,479.7212243287195,0
demand33,truck8,412.0276156336662,0
demand33,truck9,441.82916648695726,0
demand33,truck11,505.6084056344691,0
demand33,truck12,478.47156393595293,0
demand33,truck14,330.99789032306876,0
demand33,truck15,364.60224561298446,0
demand33,truck16,330.90737424391335,0
demand33,truck18,352.8601041115869,0
demand33,truck19,419.5039640941754,0
demand33,truck22,430.5233113320439,0
demand33,truck23,274.9496708162165,8
demand33,truck26,200.42297713541387,30
demand33,truck27,175.15731451955608,37
demand33,truck33,303.84593358677927,0
demand33,truck37,97.22118179026566,60
demand33,truck38,194.26989339463262,32
demand33,truck40,273.75425902153006,8
demand33,truck42,258.1836496088597,13
demand33,truck43,283.771604489377,5
demand33,truck45,353.3531871097419,0
demand33,truck54,254.14615801903918,14
demand33,truck44,225.36838635864822,22
demand33,truck56,330.840993977297,0
demand35,truck3,480.0293247293948,0
demand35,truck6,625.7339724907604,0
demand35,truck8,558.040363795707,0
demand35,truck9,481.5518177839939,0
demand35,truck11,432.95375838612625,0
demand35,truck12,518.1942152329896,0
demand35,truck14,477.01063848510955,0
demand35,truck15,404.3248969100211,0
demand35,truck16,320.00831756063843,0
demand35,truck18,280.2054568632441,5
demand35,truck19,215.7617871507579,21
demand35,truck22,357.86866408370105,0
demand35,truck23,421.22564120880793,0
demand35,truck26,389.13605172526206,0
demand35,truck27,363.87038910940424,0
demand35,truck33,70.51831250346069,50
demand35,truck37,274.8815743313116,6
demand35,truck38,371.9302859356785,0
demand35,truck40,449.9541887166161,0
demand35,truck42,277.2446929507572,6
demand35,truck43,302.8326478312745,0
demand35,truck45,168.16951964626375,33
demand35,truck54,243.24710133576426,14
demand35,truck44,214.4693296753733,21
demand35,truck56,126.85786884032552,43
demand37,truck3,604.985643408853,0
demand37,truck6,688.8639917953758,0
demand37,truck8,621.1703831003224,0
demand37,truck9,544.7525458983844,0
demand37,truck11,557.9100770655846,0
demand37,truck12,581.39494334738,0
demand37,truck14,540.140657789725,0
demand37,truck15,467.5256250244116,0
demand37,truck16,383.20904567502896,0
demand37,truck18,405.1617755427025,0
demand37,truck19,397.89762719147274,0
demand37,truck22,482.8249827631595,0
demand37,truck23,484.09243828287276,0
demand37,truck26,409.56574460207014,0
demand37,truck27,384.3000819862123,0
demand37,truck33,226.54110423617988,11
demand37,truck37,251.82202453629782,7
demand37,truck38,348.87073614066475,0
demand37,truck40,268.17188253076927,5
demand37,truck42,95.4623867649104,30
demand37,truck43,121.05034164542775,27
demand37,truck45,120.57649586344071,27
demand37,truck54,306.44782945015476,0
demand37,truck44,277.6700577897638,3
demand37,truck56,308.9937088810404,0
demand38,truck3,570.4557076924553,0
demand38,truck6,664.3859343998448,0
demand38,truck8,596.6923257047914,0
demand38,truck9,520.2037796930783,0
demand38,truck11,523.3801413491869,0
demand38,truck12,556.8461771420741,0
demand38,truck14,515.662600394194,0
demand38,truck15,442.9768588191056,0
demand38,truck16,358.6602794697229,0
demand38,truck18,370.6318398263048,0
demand38,truck19,306.18817011381867,0
demand38,truck22,448.2950470467618,0
demand38,truck23,459.8776031178924,0
demand38,truck26,422.17663559084866,0
demand38,truck27,396.91097297499084,0
demand38,truck33,134.83164715852578,21
demand38,truck37,307.9221581968982,0
demand38,truck38,404.97086980126517,0
demand38,truck40,352.6424067031807,0
demand38,truck42,179.9329109373219,15
demand38,truck43,205.52086581783922,12
demand38,truck45,70.85773763282845,25
demand38,truck54,281.8990632448487,2
demand38,truck44,253.1212915844578,6
demand38,truck56,217.28425180338627,10
demand40,truck3,621.5256839541549,0
demand40,truck6,705.4747411504529,0
demand40,truck8,637.7811324553995,0
demand40,truck9,561.2925864436863,0
demand40,truck11,574.4501176108865,0
demand40,truck12,597.934983892682,0
demand40,truck14,556.7514071448021,0
demand40,truck15,484.0656655697136,0
demand40,truck16,399.7490862203309,0
demand40,truck18,421.7018160880045,0
demand40,truck19,364.14817969478855,0
demand40,truck22,499.36502330846145,0
demand40,truck23,500.9664098685004,0
demand40,truck26,463.2654423414566,0
demand40,truck27,437.9997797255988,0
demand40,truck33,192.7916567394957,35
demand40,truck37,309.4894376919648,0
demand40,truck38,406.53814929633177,0
demand40,truck40,325.8392956864363,0
demand40,truck42,153.1297999205774,48
demand40,truck43,123.0247937487199,58
demand40,truck45,86.82704836675653,65
demand40,truck54,322.9878699954567,0
demand40,truck44,294.21009833506577,2
demand40,truck56,275.2442613843562,8
demand41,truck3,663.3079370885999,0
demand41,truck6,570.8093586100697,0
demand41,truck8,503.1157499150164,0
demand41,truck9,552.4531315978196,0
demand41,truck11,616.2323707453315,0
demand41,truck12,589.0955290468153,0
demand41,truck14,422.086024604419,0
demand41,truck15,475.22621072384686,0
demand41,truck16,441.5313393547758,0
demand41,truck18,463.48406922244936,0
demand41,truck19,529.8240340863505,0
demand41,truck22,541.1472764429064,0
demand41,truck23,366.0378050975668,0
demand41,truck26,291.51111141676415,3
demand41,truck27,285.78127963041845,5
demand41,truck33,358.4675111310576,0
demand41,truck37,153.30322218050392,51
demand41,truck38,230.4380824097779,24
demand41,truck40,149.10762139976416,53
demand41,truck42,154.082470762305,51
demand41,truck43,179.67042564282232,42
demand41,truck45,252.50290275831844,17
demand41,truck54,364.7701231299016,0
demand41,truck44,335.99235146951065,0
demand41,truck56,440.92011577591813,0
demand45,truck3,621.6185379655412,0
demand45,truck6,454.1868829036766,0
